geneName,zy,zy,zy,zy,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,mid2cell,16cell
gene188,0.097704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene189,4.491722,8.090276,8.358544,8.279120,5.408466,11.530635,8.696882,6.834016,12.876430,8.728368,9.555873,13.843858,10.809210,0.915740
gene190,118.927761,140.446420,141.286206,130.255683,185.630058,196.171041,165.173158,179.536524,180.207618,181.102225,177.591122,183.297023,295.171641,14.387009
gene191,0.024310,0.000000,0.131075,0.000000,0.451421,0.000000,0.000000,0.027395,0.000000,0.000000,0.048843,0.000000,0.000000,0.000000
gene192,0.682074,0.158945,0.922998,0.000000,0.000000,0.020092,0.547241,1.555321,0.000000,1.150972,0.467539,0.000000,6.251677,0.000000
gene193,7.583813,1.412384,2.760805,2.778394,6.292169,1.906988,2.578120,4.102112,5.481495,1.066286,2.515707,3.097076,3.771332,0.000000
gene194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene195,58.728797,61.421269,76.099064,67.781007,84.698870,97.258398,92.343438,103.302491,76.849379,83.102372,81.053289,84.439391,8.153355,27.227090
gene196,2.027363,4.200826,0.078044,1.233726,0.680356,1.630942,2.062410,0.532156,0.574975,1.532794,2.192025,2.984451,1.153329,0.000000
gene197,0.000000,0.007057,0.251010,0.000000,0.023156,0.018734,0.000000,0.000000,0.000000,0.009582,0.075161,0.249319,0.132479,0.000000
gene198,23.437153,35.788436,42.018128,26.826291,42.855881,71.647042,40.412890,49.223321,58.157239,24.673819,22.610961,30.297954,40.479355,0.000000
gene199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016103,0.000000,0.000000,0.023906
gene200,0.744334,0.136687,1.294347,0.226842,0.468875,0.940114,0.000000,0.014846,0.452922,0.902625,0.357323,0.017560,0.000000,0.000000
gene201,63.191707,53.770163,50.103334,38.245515,36.110078,23.391342,53.877524,49.051140,82.590411,50.265029,61.545957,99.109263,1.033148,3.538886
gene202,19.064345,13.508490,12.749049,10.358278,18.967437,15.616365,16.646949,12.549911,4.868132,9.529330,13.853783,11.536154,2.175571,0.043979
gene203,0.060954,0.977382,0.000000,0.118694,0.301828,0.030524,0.593838,6.676444,4.236463,3.138052,3.257535,0.000000,0.000000,0.000000
gene204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085945,0.000000
gene205,0.081780,0.000000,0.000000,0.000000,0.607432,2.457221,0.584275,0.000000,0.000000,0.000000,0.000000,4.294796,7.022948,1.463606
gene206,0.904538,2.938739,1.143999,2.336264,1.088660,1.635738,0.163193,2.151872,5.229682,0.450492,0.504816,0.267925,0.222446,0.449678
gene207,0.057230,2.739617,1.394162,0.871782,3.518625,0.000000,2.769123,1.721607,0.247598,2.548048,3.194365,2.273138,0.042223,0.000000
gene208,11.109609,8.232513,9.600590,13.061512,8.256134,4.196570,12.524582,7.241011,11.930517,7.946905,9.833992,8.487537,7.547428,1.428915
gene209,38.038449,37.207687,33.721656,33.498961,28.989801,12.171460,23.120284,22.298965,17.467524,20.507690,22.903479,21.415969,10.758893,0.000000
gene210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene211,0.748990,0.341052,1.114034,0.044472,1.119041,0.000000,0.083874,0.000000,0.000000,0.033076,0.000000,1.816716,0.000000,0.000000
gene212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene213,0.000000,0.561734,0.000000,0.130515,5.495771,1.192945,1.617523,0.024404,0.000000,0.000000,0.000000,0.000000,12.701910,0.000000
gene214,1.721902,6.559549,5.377851,2.915639,8.030458,10.497997,8.875732,6.675773,8.305657,10.036292,8.222374,10.515657,18.453715,0.014227
gene215,0.000000,0.154529,0.008923,0.153871,1.935937,0.000000,0.096734,0.000000,0.401331,0.104906,0.029923,0.019852,9.955194,0.000000
gene216,15.671826,17.190981,12.920145,19.722426,16.686286,6.104096,11.980021,15.058501,9.947741,14.404368,14.978895,5.845502,20.840458,183.983671
gene217,8.407299,6.042479,4.281561,8.054910,7.841978,7.678582,8.270945,4.070770,11.253034,10.251023,10.860576,4.641799,26.517031,0.820671
gene218,0.000000,0.011473,0.728729,0.670248,2.823440,0.426407,0.158010,0.027415,0.791185,0.778903,1.612983,0.032427,35.592002,270.650922
gene219,0.537203,5.355161,3.066851,4.878934,4.889900,1.767094,4.617964,14.647465,4.776298,1.699705,3.788177,8.283621,4.755979,0.000000
gene220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147057,0.000000,0.000000,0.173978,0.591370,0.000000,0.000000,0.000000
gene221,9.714905,5.286541,13.953185,3.002452,3.854642,5.145696,4.752587,10.245790,10.994377,8.055077,7.819925,5.229427,97.586165,0.650142
gene222,0.000000,10.340705,3.263692,12.248901,9.475126,14.429863,1.681443,10.705257,6.275240,11.243590,14.925488,28.025442,37.468379,0.000000
gene223,0.020119,0.000000,0.096425,0.242503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene224,110.121168,105.867001,117.541722,132.074111,75.980041,67.287330,90.112045,63.937751,95.752131,95.581564,91.396687,85.868041,148.867752,2.834473
gene225,1.061393,3.594066,4.400179,1.791045,1.609580,2.072942,6.790330,1.889784,7.672892,8.713023,6.695988,9.224091,0.000000,1.171398
gene226,11.813124,11.709295,16.899422,12.191566,15.228442,6.160297,7.623815,16.719367,4.816441,10.606866,8.905016,7.534947,0.000000,0.000000
gene227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990817,0.000000,0.000000,0.000000,0.000000,0.976014,0.000000,0.000000
gene228,0.000000,0.011140,0.000000,0.020336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene229,0.000000,0.000000,0.274512,0.008219,0.000000,0.000000,0.000000,0.075302,0.000000,0.000000,0.000000,0.000000,0.084515,0.000000
gene230,9.952503,15.200899,14.583753,27.649571,4.408789,15.747905,18.441986,17.341673,14.713533,21.271939,30.003581,29.347409,0.000000,0.000000
gene231,39.014520,52.312648,60.393619,57.864340,25.117591,38.505318,61.035830,30.808038,70.516607,69.384695,66.511224,66.141842,11.345542,0.000000
gene232,0.000000,3.061377,1.355740,0.000000,1.566622,0.074558,0.096699,0.000000,0.000000,0.000000,0.000000,0.000000,10.412938,0.000000
gene233,40.769359,68.614976,57.434136,41.298839,88.687878,78.468564,80.624967,35.813272,80.452059,80.593452,81.980151,85.501118,258.462390,134.705241
gene234,0.000000,0.032114,2.325279,1.260462,0.052686,1.491896,0.110568,0.000000,3.638158,0.610444,0.889269,0.000000,0.000000,0.000000
gene235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067793,0.000000,0.000000,0.026734,0.041941,0.000000,0.000000,0.000000
gene236,0.006384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028259,0.000000
gene237,49.032200,48.669412,53.400285,36.387975,53.219937,43.210084,41.611767,20.029832,39.762549,34.014855,39.991913,47.559417,23.981530,104.432542
gene238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene239,21.313133,11.254168,15.684855,9.792159,24.214102,21.331842,15.668482,16.572172,14.149471,26.348587,28.207646,13.151681,17.669628,0.000000
gene240,2.167622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.804459,0.462665,1.532329,0.000000,0.000000,0.000000
gene241,0.770339,0.030275,0.538414,0.165804,0.099337,0.803686,0.625417,0.072340,2.803505,2.507463,1.289760,3.593761,0.000000,0.000000
gene242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene243,7.830034,5.710578,7.342472,7.213005,5.479287,1.556837,6.570889,4.940227,3.162862,3.805908,3.292408,1.980585,3.941874,0.000000
gene244,52.647797,27.203733,33.206717,43.241250,49.951615,42.335694,59.893884,72.752925,47.353955,50.354138,50.594645,65.550264,27.493107,1.109547
gene245,0.030247,1.183986,2.246947,2.265565,0.000000,0.000000,0.442022,0.000000,1.011786,1.510714,1.185022,7.216654,0.000000,0.000000
gene246,3.724716,6.293409,9.769042,9.847547,7.352152,9.987218,9.810132,9.848822,20.956502,13.202286,19.032705,33.150099,32.391495,213.017200
gene247,0.463828,1.211523,1.975030,1.007539,1.280890,0.357347,0.772026,5.966594,1.140448,2.047040,2.781341,1.436218,0.031587,0.000000
gene248,0.000000,0.228175,2.476876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.345032,3.212520,0.000000
gene249,72.937526,50.873845,58.880322,36.924723,67.554140,46.951333,72.564678,34.274862,56.058809,83.360599,73.237077,60.700675,47.795066,436.411509
gene250,14.097816,9.808388,10.537830,14.654059,1.521063,9.197309,4.998257,4.343317,12.450478,5.085082,5.093171,13.084779,3.549679,0.039018
gene251,0.034383,0.032431,0.000000,0.000000,2.341034,0.602644,0.334977,0.077492,0.191690,0.176133,0.207241,0.000000,50.226344,0.000000
gene252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.305523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene253,6.141759,6.638700,6.792240,10.660716,4.069710,7.362439,9.436526,13.076439,12.136313,7.524886,8.232742,11.731353,7.238389,29.661366
gene254,5.773432,7.238002,7.254413,2.954815,1.035168,3.981187,3.054019,2.130423,4.008804,4.140783,3.155553,4.568159,0.128749,0.000000
gene255,10.914995,11.644474,13.974476,14.019988,11.714139,6.501897,4.573725,1.190315,5.929839,5.918281,4.598157,3.783826,0.000000,0.196920
gene256,14.758128,9.158784,8.183150,14.163112,3.124596,0.594814,2.121513,3.145440,0.331100,4.905677,1.789801,0.237479,0.000000,0.000000
gene257,171.802002,173.916825,215.382550,147.746273,274.986957,324.006750,184.059571,246.352411,262.821637,229.367358,244.022914,291.031216,93.848680,474.416915
gene258,5.587439,6.067032,2.663670,8.191822,4.082268,2.041034,6.690128,12.859995,9.639900,5.826989,5.330072,7.921645,28.144904,0.000000
gene259,41.980166,85.408912,95.255576,75.806325,43.073074,44.022690,56.635184,26.181929,48.244629,55.326516,49.875785,60.953012,4.023377,0.169444
gene260,1.405321,3.189758,2.337344,1.878389,3.733608,3.984737,4.230338,3.261792,8.216427,1.084775,2.075703,2.702826,6.533272,0.000000
gene261,8.025134,6.137721,6.994278,3.094235,3.108894,2.710887,1.341138,0.000000,3.526187,5.746241,4.686820,1.413340,0.000000,0.000000
gene262,0.333440,0.100643,0.223729,0.344489,0.000000,0.000000,0.389823,0.060120,0.148717,0.051243,0.000000,0.035556,0.413283,0.000000
gene263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020655,0.000000,0.000000
gene264,0.000000,1.999957,0.374831,0.508743,0.000000,4.656350,0.056441,0.000000,0.645965,0.556442,0.314266,0.741302,13.617267,0.000000
gene265,0.000000,0.000000,0.031840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene266,91.292334,134.367272,111.304307,127.566255,52.608213,79.653663,72.016696,62.215792,67.908895,94.816429,76.065140,98.028491,39.561385,557.495427
gene267,4.943182,1.939356,5.922760,6.815184,6.867048,4.611962,7.010984,8.534185,10.396242,2.216238,3.408035,7.205426,6.446901,0.025633
gene268,0.630829,3.977778,3.219318,5.241905,0.044865,4.029072,1.100182,0.000000,7.164159,5.774839,4.412499,0.747410,0.258559,0.000000
gene269,20.193113,16.364517,11.499399,21.987817,6.607150,18.930693,26.527361,17.101264,24.669968,14.507785,16.810373,10.769834,20.313384,0.044683
gene270,0.068205,0.000000,0.040860,0.058722,0.000000,0.000000,0.000000,0.000000,0.158435,0.021837,0.034258,0.000000,0.000000,0.000000
gene271,0.000000,0.024542,0.124700,0.000000,0.201311,0.293168,0.000000,0.000000,0.797820,0.000000,0.000000,0.000000,0.000000,23.515654
gene272,1.937641,0.016174,1.232719,2.863985,3.343302,2.919578,0.111371,0.000000,0.000000,0.043920,0.034451,0.000000,2.808457,0.000000
gene273,0.000000,0.004976,0.164330,0.190744,0.000000,0.224539,0.719488,0.000000,0.303893,0.628266,0.190769,1.026547,3.689393,0.000000
gene274,1.911191,0.022119,0.242870,0.383598,0.072575,0.000000,0.000000,0.000000,0.348632,0.458611,0.176476,0.015628,0.051902,0.000000
gene275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene276,78.843120,65.911022,61.129222,53.488998,14.142398,18.539530,52.033562,62.187489,27.411153,38.966109,28.356630,20.663339,19.204632,0.000000
gene277,2.653662,4.282958,4.945903,3.350900,3.558774,3.248436,1.053262,4.651731,2.630080,5.135417,7.049389,1.768535,77.006875,0.184380
gene278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene279,73.301661,74.765213,78.791810,87.268807,51.014422,13.172861,8.542092,7.509451,2.607032,9.881518,7.398665,2.337414,239.092089,3.975285
gene280,61.493035,71.112267,64.810340,65.022483,46.747210,22.871855,48.991636,43.381380,28.105389,27.955063,32.845025,33.011700,51.606600,23.440124
gene281,1.340880,2.011306,0.903712,1.555261,0.691638,0.000000,0.483833,1.049316,0.467223,0.000000,0.018708,2.147203,0.000000,0.000000
gene282,58.912035,60.401264,69.596884,66.329927,77.672533,62.243068,62.274785,63.404016,63.154755,43.585578,52.643136,64.809004,1.717980,0.059366
gene283,0.000000,0.000000,0.000000,0.000000,8.987776,0.199060,0.387263,11.148527,0.000000,0.000000,0.000000,0.000000,18.082461,0.000000
gene284,0.000000,0.162616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene285,3.368655,0.406508,1.728301,0.075724,0.027221,1.915990,1.428157,1.724589,0.000000,0.799743,2.049861,0.281364,0.000000,0.000000
gene286,17.605971,13.539024,16.932147,11.762125,11.277364,9.549305,29.053730,1.442379,16.043413,21.342954,19.969017,14.780061,0.000000,0.000000
gene287,2.575398,6.286989,2.895693,4.074468,3.586080,3.995882,5.039597,0.818561,3.783844,7.160223,6.119392,3.839111,0.000000,0.000000
gene288,0.049691,0.000000,0.177199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene289,125.287307,119.951075,88.159150,88.314617,35.897527,157.091472,63.291229,231.200871,144.753518,152.088662,142.648377,147.971089,135.678790,1.691706
gene290,31.879269,37.863475,41.500636,31.481278,20.109739,21.100637,19.180548,8.388808,16.134277,15.372602,17.223746,13.100611,13.575920,0.081458
gene291,19.116820,12.601097,16.524731,22.078720,13.191660,20.439046,8.722530,10.159288,11.849282,10.364169,9.126928,13.012857,6.306642,0.000000
gene292,1.668174,10.992387,8.855587,7.181008,3.728656,2.262506,1.053380,20.208239,8.051624,8.219076,8.378957,3.891159,0.000000,0.000000
gene293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032227,0.252791,0.000000,0.000000,0.000000
gene294,63.114620,66.717957,84.404117,116.881905,63.306974,75.962768,40.829315,72.483150,70.070156,55.356211,63.907688,46.654632,24.766150,0.152364
gene295,0.036465,0.286625,0.072819,0.062789,0.000000,0.000000,0.000000,0.000000,2.529937,0.000000,0.000000,0.000000,0.107612,0.000000
gene296,19.602864,29.293866,19.324668,21.830496,20.013871,16.131930,24.193359,21.166993,17.516218,20.081239,22.025637,24.786369,26.940961,2.200114
gene297,82.416975,75.325815,63.113835,82.227144,62.572829,70.662953,78.666317,48.739681,63.283940,70.817424,77.869838,93.125952,30.246170,74.392756
gene298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.873984,0.460308,0.320952,0.000000,0.000000,0.000000
gene299,0.074259,0.000000,0.000000,0.042622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.766999,0.074497
gene300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034899,0.000000
gene301,0.035276,0.149729,0.042266,0.030371,0.000000,0.000000,0.000000,0.039752,0.098332,0.045176,0.000000,0.047019,0.078076,0.000000
gene302,0.214603,2.631447,0.771392,3.187126,0.000000,0.738848,3.223266,1.753286,1.944213,1.305462,0.431166,0.071511,0.118746,0.186602
gene303,278.968363,483.784515,400.053876,425.635555,355.347190,168.998127,326.685687,213.963291,309.245617,361.301476,333.613116,237.848763,358.714070,1341.507727
gene304,7.379868,5.741451,9.745919,10.295681,6.418431,5.977738,6.647523,2.974423,6.506905,2.724956,2.398276,3.924648,0.000000,0.000000
gene305,21.349493,26.675353,26.371849,24.091528,17.795869,14.042957,24.060040,20.710280,25.859411,23.220315,24.438961,17.310791,20.169983,0.016867
gene306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene307,0.079084,0.388957,2.937451,0.700325,0.000000,0.000000,0.238481,0.012731,0.020995,0.021703,0.000000,0.000000,0.000000,0.000000
gene308,0.000000,0.000000,0.000000,0.000000,9.241180,0.098377,0.382775,0.000000,0.000000,0.075475,0.039469,0.000000,64.524069,0.000000
gene309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049176,0.231443,0.000000,0.000000,0.000000
gene310,2.227577,3.171865,1.834944,5.144921,3.082418,3.593277,3.443118,2.848135,5.094967,4.951204,4.927340,3.154721,2.228121,0.000000
gene311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016547,0.000000,0.000000,0.000000,0.058717,2.405000,0.000000
gene312,43.974444,68.180336,58.598806,59.350041,56.621214,42.179152,84.023926,64.645949,80.859850,72.740399,79.311228,99.456193,12.306703,0.000000
gene313,0.000000,0.104902,0.970861,0.000000,0.000000,0.000000,1.599481,0.000000,0.000000,0.020347,0.031921,0.000000,0.000000,0.000000
gene314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene316,0.000000,0.000000,0.000000,0.000000,0.097590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene317,0.000000,0.000000,0.000000,0.000000,0.080243,0.000000,0.000000,0.525915,0.000000,0.000000,0.000000,1.762521,0.000000,0.000000
gene318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.251569,0.000000,0.000000,0.000000,0.000000,0.009387,0.000000,0.000000
gene319,16.353645,0.274144,5.022017,3.924034,3.625796,9.563868,3.491913,6.257417,3.787714,1.155836,1.837908,4.893512,0.000000,0.000000
gene320,25.317667,16.398352,23.428189,24.596738,37.239826,50.747901,32.472800,36.474511,31.808898,25.041211,32.127130,56.336791,17.035743,112.011161
gene321,25.405528,37.676799,16.543531,25.129823,13.802349,9.645635,11.703052,18.764472,10.905169,13.297275,12.150471,7.968891,5.214383,0.094963
gene322,10.327690,8.157387,10.771338,9.546990,10.919567,6.110968,11.476310,11.720116,10.168389,7.631355,8.727224,8.383105,11.596430,0.067228
gene323,51.975767,61.293018,48.762136,48.837131,65.999040,68.850746,74.760738,66.481849,63.921837,55.417280,55.306413,68.005160,71.232325,0.015161
gene324,6.056755,5.110534,2.678040,4.278137,0.030881,2.473448,2.300689,0.000000,3.819896,0.779499,1.423371,0.000000,6.846271,0.000000
gene325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene326,0.406840,0.000000,0.000000,0.090391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene327,0.000000,0.000000,0.000000,0.031680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
