geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene189,7.397988,14.399030,13.594488,8.206472,1.553419,8.764336,1.667500,10.347676,4.110381,5.308195,21.773238,3.412487,6.127430,2.748346
gene190,131.576330,248.811245,179.473945,194.506630,222.832987,260.295990,120.432383,188.238572,137.166369,156.762489,165.842007,147.207264,134.784412,181.052270
gene191,0.213027,0.000000,0.285987,0.446507,0.557827,0.117681,0.078982,6.255143,0.037645,0.227680,0.209737,0.000000,0.124167,0.074846
gene192,0.000000,0.000000,0.534928,0.000000,6.966188,0.000000,0.121662,0.000000,5.243725,0.000000,0.000000,0.000000,0.000000,0.024705
gene193,0.000000,0.247851,0.480881,0.972068,0.123418,2.020414,0.643063,3.224311,0.579684,0.483585,4.510380,2.008784,7.472221,8.981842
gene194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene195,0.000000,0.069548,0.671136,16.076596,10.877777,0.000000,0.070609,0.098106,8.278928,2.813272,0.046875,2.581826,0.000000,0.125460
gene196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene197,0.000000,0.000000,0.322732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene198,0.000000,5.243643,0.303567,0.000000,8.807762,0.031228,0.000000,3.611033,0.000000,1.294690,0.194799,1.720981,0.000000,2.860087
gene199,0.000000,0.530052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024822,0.000000,0.000000,0.000000,0.000000,0.000000
gene200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.129392
gene201,17.724698,13.443862,8.465796,37.294420,15.917763,32.638675,30.752407,61.651823,25.298984,21.598506,55.403259,108.095028,15.033401,0.179642
gene202,35.658871,0.283097,13.182345,30.492620,57.890954,31.784737,24.824273,27.687709,21.796589,49.330374,21.172444,6.063878,43.293186,37.828520
gene203,0.000000,0.832240,0.143412,56.782417,3.543239,10.543497,57.482274,46.482072,6.267330,0.489312,0.000000,14.160276,14.777555,17.752829
gene204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.269765,0.000000,0.029888
gene205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.393899,4.374382,7.363038,0.000000,32.731604
gene206,1.210938,59.392640,0.000000,0.922969,0.384363,21.893074,0.435372,0.000000,0.155632,23.262990,0.433543,0.279286,1.882209,12.841316
gene207,0.000000,0.000000,0.037403,0.280307,0.000000,3.970884,0.000000,0.000000,0.000000,0.025523,4.526071,0.000000,2.760704,0.146832
gene208,13.924258,4.218937,0.208650,0.564653,4.103067,13.456425,16.128381,15.113918,8.967157,11.721716,0.816100,10.974497,7.206908,4.659708
gene209,25.797689,10.416271,0.548233,11.100914,7.238651,10.168932,15.653189,4.013179,9.325892,6.964152,15.340100,5.379302,16.258983,8.542485
gene210,2.460221,0.000000,0.000000,0.000000,0.000000,0.000000,4.864910,0.000000,0.000000,3.005136,2.153103,0.000000,0.000000,0.000000
gene211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.656882,0.388622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene213,362.401526,296.492890,198.714152,195.420939,297.073988,299.403263,326.205230,165.796790,183.068751,269.200894,277.488451,202.322725,186.418244,264.127373
gene214,0.000000,0.000000,0.030112,0.017521,1.732684,0.000000,0.000000,0.000000,8.301968,0.000000,0.022083,0.026509,8.754091,1.512571
gene215,0.505718,0.142983,21.784372,6.893428,0.740462,15.164214,0.290329,7.529915,13.445709,6.994297,1.584749,0.827746,16.456498,43.974163
gene216,114.608394,104.044393,32.168804,54.251506,62.055726,78.214794,127.367554,111.521353,76.419063,167.536076,46.292963,63.012622,89.245850,119.810774
gene217,26.331547,5.544354,2.292973,27.971508,15.504707,23.525357,5.544523,10.636538,0.160975,5.841529,1.980562,15.238092,13.141127,22.523561
gene218,167.109123,278.683727,132.556712,171.628984,201.383096,182.381122,175.125946,271.730077,120.665293,158.581032,48.239660,119.930254,169.736743,137.517451
gene219,0.000000,4.696600,16.356798,6.384334,1.651621,48.881709,15.126138,6.244735,6.198202,48.451785,26.565957,35.417623,33.284172,5.286077
gene220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032556,0.000000,0.000000,0.000000
gene221,708.719902,660.296509,580.100768,387.402237,612.194529,498.407318,351.439769,266.965697,567.317522,349.860611,364.268756,255.080208,433.108764,607.498046
gene222,66.279682,75.448544,144.330538,0.000000,3.788058,119.360976,212.490306,179.798471,305.367998,252.216909,35.282516,110.974951,80.408593,86.080511
gene223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene224,235.647381,199.608444,224.504925,227.197760,156.220767,241.375641,150.370275,140.786007,173.491998,269.133862,195.815810,211.272474,168.092182,133.705364
gene225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene226,0.041142,0.000000,0.000000,0.068989,0.000000,0.000000,1.220341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene229,0.000000,0.000000,0.018717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013727,0.000000,0.000000,0.000000
gene230,9.468297,0.020674,0.760022,1.210330,13.638530,7.974819,20.716906,1.195707,32.023565,0.363041,0.167213,24.559642,9.635310,2.267528
gene231,96.088561,150.517903,357.065376,202.432369,506.958544,157.619851,249.344804,143.120429,211.019080,323.288599,168.102958,175.682581,171.885610,154.965205
gene232,21.786967,31.571862,223.738423,61.690349,131.277593,27.867110,0.000000,65.594179,14.201665,33.624267,138.551343,41.206890,93.655572,57.480418
gene233,0.000000,17.938553,10.422374,0.044378,3.788622,0.000000,7.091281,0.000000,10.738282,0.129311,0.000000,5.237203,28.754623,1.264636
gene234,0.000000,0.000000,0.000000,7.566719,0.000000,0.054938,24.741248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021737,0.000000
gene237,0.177799,0.865751,67.710901,53.329461,1.474369,22.132479,22.347627,26.623192,0.157101,1.574555,20.948168,13.419516,24.043339,13.087474
gene238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene239,0.000000,0.000000,0.000000,15.966843,0.027705,0.771503,19.629434,0.000000,0.403851,0.000000,2.062517,13.608704,18.303323,0.000000
gene240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene241,0.492202,65.531631,63.058344,31.009096,1.718527,72.197463,74.317991,36.512472,16.402034,42.944307,87.597883,19.444295,84.155413,16.206583
gene242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.753242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene244,0.000000,0.531707,6.841262,0.000000,0.724393,0.032173,0.000000,1.380070,0.000000,3.067799,0.000000,2.216256,1.188109,9.269308
gene245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene246,0.000000,0.406697,0.000000,0.000000,0.056081,13.960475,0.000000,11.253268,4.359875,0.000000,0.000000,0.000000,0.000000,0.000000
gene247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019095,0.000000,0.000000,0.000000,0.000000
gene248,0.000000,0.469168,24.491305,0.000000,45.247831,10.929573,0.047633,0.000000,0.000000,0.000000,2.340045,2.933373,5.766027,11.713362
gene249,7.415551,3.593042,16.772356,1.316963,23.563759,25.023266,3.069991,17.363106,17.662076,6.269224,9.782716,12.789297,2.640257,2.926337
gene250,317.739407,249.520707,292.336693,222.968252,103.377955,250.937952,132.589009,313.912757,204.287518,225.062995,242.066405,211.908777,193.777377,211.603595
gene251,22.521550,20.245281,20.224208,8.083355,19.723966,13.870007,4.617251,17.072971,17.676626,26.589422,45.880012,21.593362,28.917873,47.953548
gene252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene253,0.118705,4.171436,0.984981,4.613849,3.767057,3.640025,1.493478,0.000000,0.015254,1.252023,0.509938,4.653457,0.000000,0.545880
gene254,0.000000,0.000000,0.019009,7.372024,0.000000,3.034895,0.000000,0.175058,0.015013,0.000000,0.000000,0.000000,0.000000,0.000000
gene255,38.807253,45.069399,67.567537,55.696008,129.267981,32.880745,12.630880,75.297647,88.871573,72.958922,48.602674,18.590060,49.829269,173.579416
gene256,17.498560,10.009229,5.007002,12.543990,4.883163,2.395707,7.203421,18.766067,14.438363,51.091787,12.211471,39.277803,39.129730,20.295749
gene257,0.000000,40.660922,29.881190,1.835590,19.928366,17.220261,39.348680,5.048292,0.055270,26.693952,0.923812,9.521527,11.910494,30.548122
gene258,12.597324,127.042790,94.847533,125.325579,97.319441,103.119065,101.053656,97.276101,108.875336,47.114338,108.642136,43.820607,135.246859,79.122089
gene259,244.408508,77.380098,285.353562,169.441082,239.408296,122.643520,102.615187,162.833498,133.092027,53.126611,168.918520,61.880114,71.471864,171.834157
gene260,13.734246,5.215851,11.096969,13.035303,17.497594,7.165187,0.000000,2.471841,0.736801,22.047617,12.327262,7.097088,4.413725,10.214071
gene261,2.053893,0.000000,0.568986,8.077047,10.201856,3.313828,0.000000,0.134358,0.000000,0.000000,7.382582,0.000000,0.000000,7.147661
gene262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene267,15.502042,0.000000,0.067189,0.000000,0.032763,0.000000,1.577232,0.000000,0.000000,7.954729,1.576773,11.189075,0.029171,0.000000
gene268,0.000000,0.000000,0.000000,0.000000,0.110880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.745297
gene269,163.321496,18.071245,28.349929,124.953771,71.107396,60.174679,67.764419,36.695879,69.399166,53.082881,107.574498,35.560363,79.898883,57.034259
gene270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene271,0.000000,8.104191,2.754776,0.000000,0.646784,0.545783,0.000000,3.132039,0.886389,0.000000,0.000000,3.109009,7.441978,2.963924
gene272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.656376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene273,3.801893,2.948468,26.994257,6.336335,0.948160,5.719859,4.101727,11.477413,10.128900,0.832806,26.972214,0.967467,5.837569,5.083325
gene274,0.333921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101158,0.075103,0.000000,0.000000
gene275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene276,37.514669,25.545066,105.702571,27.200057,108.395586,69.446553,127.168257,70.502166,188.113714,123.673789,189.319390,184.213938,102.230819,216.378284
gene277,127.838755,137.694808,97.352721,136.150413,61.566909,209.913018,68.908022,56.078905,73.785316,112.193178,92.851787,135.848791,177.007580,86.873524
gene278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene279,1597.598503,995.522702,1966.686167,933.467279,528.458672,1288.670489,1062.367129,1596.401586,1101.461613,1266.024930,1539.246764,1375.195129,1452.869209,666.766240
gene280,10.108639,4.982337,91.210283,75.895500,55.029136,55.857285,26.393244,24.541990,23.973449,17.840662,31.468760,33.286321,31.616513,13.336654
gene281,0.000000,0.000000,1.935253,0.307846,5.911442,0.000000,0.100842,10.508430,0.201869,15.074680,8.676202,0.569266,17.565412,22.017394
gene282,96.770424,38.702379,58.651045,161.974651,25.460464,46.694478,33.236292,66.543471,70.946512,34.430718,73.719992,21.514302,63.432114,39.124648
gene283,0.000000,0.000000,0.000000,0.000000,0.000000,14.293925,0.000000,0.000000,0.000000,0.000000,0.000000,0.441839,0.108669,0.000000
gene284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.781066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054158
gene286,26.496782,21.789418,24.737177,3.166600,66.731149,42.023837,28.430296,24.447807,67.350196,28.972678,24.640344,19.598908,29.708598,38.883871
gene287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene288,0.000000,4.865566,0.114658,0.000000,0.000000,47.739091,11.119874,10.363708,29.628646,19.391274,23.696530,44.385171,0.287768,0.000000
gene289,0.037850,0.000000,0.519431,0.071427,0.044051,1.170918,2.607100,0.017332,9.506866,1.769047,21.528564,2.048525,9.577958,0.419054
gene290,2.073373,5.455609,11.740823,7.321085,13.190620,22.467187,57.931352,7.613636,27.677270,47.388866,13.321205,2.377177,41.461560,29.979832
gene291,14.275085,4.683748,16.622944,8.150505,18.623463,8.856343,24.155507,0.984021,0.000000,13.093213,0.503752,0.454319,5.129547,1.258381
gene292,43.396043,0.098857,19.442723,15.064166,17.987167,21.982394,20.876038,5.229368,55.179607,50.279963,11.260369,1.931503,21.774036,22.113006
gene293,0.000000,0.751595,0.000000,0.000000,0.000000,0.000000,11.663974,0.681567,1.091102,31.176873,0.217107,0.000000,0.000000,0.000000
gene294,123.448695,68.396700,42.941610,29.465621,61.544906,9.656644,20.505336,35.149659,9.539808,15.307436,18.078353,32.352175,62.632043,26.205392
gene295,0.026628,0.000000,0.095329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.244689,0.000000,0.000000,0.000000
gene296,3.631389,32.537260,23.846924,31.207145,48.891529,23.855195,33.566069,13.791078,26.639149,18.671208,22.560591,18.131039,38.148975,28.188332
gene297,76.633458,43.521047,29.197110,88.584787,66.441456,48.936183,59.902338,132.506856,60.331783,70.097556,51.072256,135.792194,100.006610,73.709516
gene298,0.000000,0.000000,0.430664,0.000000,12.638555,5.187477,0.021625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.778919
gene299,5.747944,0.950531,0.291193,4.091701,0.283990,1.437866,1.125875,1.787785,0.229981,0.331177,1.921978,0.137569,1.601409,0.457249
gene300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene301,0.000000,0.000000,0.000000,0.000000,0.000000,0.056921,0.000000,0.053079,0.000000,0.047197,0.050724,0.098026,0.180177,0.000000
gene302,0.000000,0.000000,0.000000,0.098539,0.000000,0.086570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene303,0.000000,14.444923,0.702408,0.263195,7.672390,0.115612,0.000000,0.107811,23.410497,50.423820,0.000000,8.760578,54.771176,0.772076
gene304,0.000000,0.057460,31.579388,15.335316,41.897301,37.809951,18.442892,0.000000,0.934635,29.693440,45.234315,25.828848,0.000000,0.000000
gene305,17.420813,0.180738,5.559015,3.443984,0.323995,9.292568,0.018664,3.476051,2.267973,7.094093,0.373573,3.766746,9.081795,0.034777
gene306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene308,306.888952,282.932399,313.988811,30.669225,361.440917,179.856823,233.978187,299.318167,135.248436,176.886943,326.538896,277.862504,241.545509,339.421534
gene309,0.000000,0.000000,0.000000,0.000000,0.146850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.512288
gene310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.892804,0.000000,0.000000
gene311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene312,314.867121,149.873282,249.280054,93.834540,221.506907,158.312450,152.775442,129.547566,208.589426,142.147869,164.717710,146.870748,82.806853,161.203719
gene313,0.000000,20.404899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.849377,0.000000
gene314,0.000000,15.995811,0.000000,0.000000,0.000000,20.832647,13.755088,21.589149,16.957310,0.000000,0.000000,0.000000,10.403078,0.000000
gene315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene316,0.000000,0.000000,0.000000,0.115831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene317,0.000000,0.000000,2.033429,47.811382,49.380085,0.418363,134.835002,0.000000,11.562999,1.248827,0.000000,38.618440,0.088285,5.907089
gene318,0.000000,0.000000,0.000000,0.000000,0.000000,0.045453,0.000000,0.000000,0.000000,0.000000,0.263281,0.000000,0.000000,0.000000
gene319,6.785359,0.000000,0.000000,0.000000,0.000000,0.051792,16.059360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene320,0.073631,0.000000,0.197702,0.000000,3.599154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.961414,0.000000,0.077611
gene321,0.069744,0.000000,62.949730,0.526266,23.119623,18.937303,74.435684,37.105725,15.522456,3.897478,15.832125,34.165053,32.439971,13.967615
gene322,18.504477,23.059920,22.784441,39.397405,31.426054,28.469750,45.259586,43.141537,35.210068,38.465109,19.623219,22.068248,16.590842,8.944392
gene323,4.992598,14.589338,31.662669,2.744577,9.342731,4.773171,1.919717,0.000000,6.280749,3.876192,7.132999,0.677956,5.905668,9.733359
gene324,0.000000,0.000000,0.313023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
